,year,region,location,adm,prim_0,sec_0
37,2014,Amazonas,Total,Municipal,35.2,26.8
38,2014,Amazonas,Total,Privada,7.1,9.3
39,2014,Amazonas,Total,Pública,32.1,47.4
40,2014,Amazonas,Rural,Total,43.3,69.3
41,2014,Amazonas,Rural,Estadual,39.6,69.6
42,2014,Amazonas,Rural,Municipal,43.6,--
43,2014,Amazonas,Rural,Privada,15.8,18.1
44,2014,Amazonas,Rural,Pública,43.3,69.6
45,2014,Amazonas,Urbana,Total,25.7,41.3
46,2014,Amazonas,Urbana,Estadual,26.1,44
47,2014,Amazonas,Urbana,Federal,10.8,21.8
48,2014,Amazonas,Urbana,Municipal,29.6,26.8
49,2014,Amazonas,Urbana,Privada,7.1,9.2
50,2014,Amazonas,Urbana,Pública,27.9,43.4
51,2014,Roraima,Total,Total,20.2,27.7
52,2014,Roraima,Total,Estadual,27.7,29.9
53,2014,Roraima,Total,Federal,3.6,12.4
54,2014,Roraima,Total,Municipal,14.5,46.2
55,2014,Roraima,Total,Privada,2.7,6.3
56,2014,Roraima,Total,Pública,21.5,29.1
57,2014,Roraima,Rural,Total,28.9,38.1
58,2014,Roraima,Rural,Estadual,33,39.1
59,2014,Roraima,Rural,Federal,--,14.5
60,2014,Roraima,Rural,Municipal,21.3,46.2
61,2014,Roraima,Rural,Privada,--,--
62,2014,Roraima,Rural,Pública,28.9,38.1
63,2014,Roraima,Urbana,Total,17.1,25.6
64,2014,Roraima,Urbana,Estadual,24.9,28
65,2014,Roraima,Urbana,Federal,3.6,12
66,2014,Roraima,Urbana,Municipal,12.6,--
67,2014,Roraima,Urbana,Privada,2.7,6.3
68,2014,Roraima,Urbana,Pública,18.6,27.2
69,2014,Pará,Total,Total,33.3,51.7
70,2014,Pará,Total,Estadual,41.4,56.4
71,2014,Pará,Total,Federal,7,31.6
72,2014,Pará,Total,Municipal,34.7,47.3
73,2014,Pará,Total,Privada,6.7,10.6
74,2014,Pará,Total,Pública,35.8,56.1
75,2014,Pará,Rural,Total,41.7,60.3
76,2014,Pará,Rural,Estadual,47,60.7
77,2014,Pará,Rural,Federal,--,64.5
78,2014,Pará,Rural,Municipal,41.5,61.8
79,2014,Pará,Rural,Privada,23.4,49.2
80,2014,Pará,Rural,Pública,41.7,60.7
81,2014,Pará,Urbana,Total,28.9,51
82,2014,Pará,Urbana,Estadual,40.8,56
83,2014,Pará,Urbana,Federal,7,30.1
84,2014,Pará,Urbana,Municipal,29.8,41.8
85,2014,Pará,Urbana,Privada,6.5,9.6
86,2014,Pará,Urbana,Pública,32.2,55.7
87,2014,Amapá,Total,Total,26.3,36
88,2014,Amapá,Total,Estadual,32.7,39.6
89,2014,Amapá,Total,Federal,--,14.2
90,2014,Amapá,Total,Municipal,20.9,--
91,2014,Amapá,Total,Privada,3.7,7.2
92,2014,Amapá,Total,Pública,28.3,38.8
93,2014,Amapá,Rural,Total,36.1,51.8
94,2014,Amapá,Rural,Estadual,40.6,52.2
95,2014,Amapá,Rural,Municipal,24.3,--
96,2014,Amapá,Rural,Privada,62.4,46.2
97,2014,Amapá,Rural,Pública,35.9,52.2
98,2014,Amapá,Urbana,Total,23.7,34.2
99,2014,Amapá,Urbana,Estadual,30,38
100,2014,Amapá,Urbana,Federal,--,14.2
101,2014,Amapá,Urbana,Municipal,20.3,--
102,2014,Amapá,Urbana,Privada,2.6,3.9
103,2014,Amapá,Urbana,Pública,26.1,37.2
104,2014,Tocantins,Total,Total,20.2,31.1
105,2014,Tocantins,Total,Estadual,26.8,33.2
106,2014,Tocantins,Total,Federal,--,15.4
107,2014,Tocantins,Total,Municipal,16.9,37.6
108,2014,Tocantins,Total,Privada,4.4,7.8
109,2014,Tocantins,Total,Pública,21.5,32.6
110,2014,Tocantins,Rural,Total,29.7,43.8
111,2014,Tocantins,Rural,Estadual,40.7,51.6
112,2014,Tocantins,Rural,Federal,--,18
113,2014,Tocantins,Rural,Municipal,26.1,37.6
114,2014,Tocantins,Rural,Privada,10.1,22.9
115,2014,Tocantins,Rural,Pública,30.1,45
116,2014,Tocantins,Urbana,Total,18.6,30.3
117,2014,Tocantins,Urbana,Estadual,25.5,32.3
118,2014,Tocantins,Urbana,Federal,--,14.1
119,2014,Tocantins,Urbana,Municipal,14.5,--
120,2014,Tocantins,Urbana,Privada,4.1,6.9
121,2014,Tocantins,Urbana,Pública,20,31.9
122,2014,Maranhão,Total,Total,24.8,39.1
123,2014,Maranhão,Total,Estadual,32,40.9
124,2014,Maranhão,Total,Federal,9.2,24.1
125,2014,Maranhão,Total,Municipal,26.4,61.8
126,2014,Maranhão,Total,Privada,6.2,16.8
127,2014,Maranhão,Total,Pública,26.7,40.8
128,2014,Maranhão,Rural,Total,29.9,49
129,2014,Maranhão,Rural,Estadual,65,49.7
130,2014,Maranhão,Rural,Federal,8.3,29.7
131,2014,Maranhão,Rural,Municipal,28.8,64.3
132,2014,Maranhão,Rural,Privada,14.4,42.2
133,2014,Maranhão,Rural,Pública,30.1,49.3
134,2014,Maranhão,Urbana,Total,21.6,37.3
135,2014,Maranhão,Urbana,Estadual,19.4,39.4
136,2014,Maranhão,Urbana,Federal,9.6,21.7
137,2014,Maranhão,Urbana,Municipal,24.6,60.6
138,2014,Maranhão,Urbana,Privada,5.7,14.7
139,2014,Maranhão,Urbana,Pública,24.2,39.3
140,2014,Piauí,Total,Total,30,44.2
141,2014,Piauí,Total,Estadual,36.7,49.9
142,2014,Piauí,Total,Federal,--,14.8
143,2014,Piauí,Total,Municipal,32.7,63.1
144,2014,Piauí,Total,Privada,8.4,13
145,2014,Piauí,Total,Pública,33.2,48.7
146,2014,Piauí,Rural,Total,36.7,56.9
147,2014,Piauí,Rural,Estadual,51.4,58.4
148,2014,Piauí,Rural,Federal,--,13.6
149,2014,Piauí,Rural,Municipal,36.7,71
150,2014,Piauí,Rural,Privada,32.5,48.9
151,2014,Piauí,Rural,Pública,36.7,57.6
152,2014,Piauí,Urbana,Total,27.2,43.4
153,2014,Piauí,Urbana,Estadual,36.5,49.4
154,2014,Piauí,Urbana,Federal,--,14.8
155,2014,Piauí,Urbana,Municipal,30.2,54.5
156,2014,Piauí,Urbana,Privada,8.3,11.8
157,2014,Piauí,Urbana,Pública,31.3,48.1
158,2014,Ceará,Total,Total,19.3,29.7
159,2014,Ceará,Total,Estadual,35.8,32.6
160,2014,Ceará,Total,Federal,14.4,25.1
161,2014,Ceará,Total,Municipal,21.5,--
162,2014,Ceará,Total,Privada,7.9,8.1
163,2014,Ceará,Total,Pública,22.2,32.5
164,2014,Ceará,Rural,Total,19.7,31.7
165,2014,Ceará,Rural,Estadual,36.7,31.8
166,2014,Ceará,Rural,Federal,--,25.7
167,2014,Ceará,Rural,Municipal,19.6,--
168,2014,Ceará,Rural,Privada,8,45.6
169,2014,Ceará,Rural,Pública,19.8,31.6
170,2014,Ceará,Urbana,Total,19.2,29.7
171,2014,Ceará,Urbana,Estadual,35.7,32.6
172,2014,Ceará,Urbana,Federal,14.4,24.9
173,2014,Ceará,Urbana,Municipal,22.3,--
174,2014,Ceará,Urbana,Privada,7.9,8
175,2014,Ceará,Urbana,Pública,23.1,32.6
176,2014,Rio Grande do Norte,Total,Total,28,42.7
177,2014,Rio Grande do Norte,Total,Estadual,38.9,50.7
178,2014,Rio Grande do Norte,Total,Federal,1.5,16.5
179,2014,Rio Grande do Norte,Total,Municipal,30.9,--
180,2014,Rio Grande do Norte,Total,Privada,6.8,7.6
181,2014,Rio Grande do Norte,Total,Pública,33.2,48.2
182,2014,Rio Grande do Norte,Rural,Total,30.4,45
183,2014,Rio Grande do Norte,Rural,Estadual,35.5,55.4
184,2014,Rio Grande do Norte,Rural,Federal,--,17.2
185,2014,Rio Grande do Norte,Rural,Municipal,30.1,--
186,2014,Rio Grande do Norte,Rural,Privada,11.7,16.7
187,2014,Rio Grande do Norte,Rural,Pública,30.5,45.4
188,2014,Rio Grande do Norte,Urbana,Total,27.5,42.6
189,2014,Rio Grande do Norte,Urbana,Estadual,39.1,50.6
190,2014,Rio Grande do Norte,Urbana,Federal,1.5,16.5
191,2014,Rio Grande do Norte,Urbana,Municipal,31.3,--
192,2014,Rio Grande do Norte,Urbana,Privada,6.7,7.6
193,2014,Rio Grande do Norte,Urbana,Pública,34,48.2
194,2014,Paraíba,Total,Total,27.9,33.8
195,2014,Paraíba,Total,Estadual,37.3,39.5
196,2014,Paraíba,Total,Federal,6.6,17.8
197,2014,Paraíba,Total,Municipal,31.1,58.2
198,2014,Paraíba,Total,Privada,6.8,7.9
199,2014,Paraíba,Total,Pública,32.8,38.9
200,2014,Paraíba,Rural,Total,29.9,40.7
201,2014,Paraíba,Rural,Estadual,36.6,42.8
202,2014,Paraíba,Rural,Federal,--,33.5
203,2014,Paraíba,Rural,Municipal,29.5,17.4
204,2014,Paraíba,Rural,Privada,10.9,--
205,2014,Paraíba,Rural,Pública,30,40.7
206,2014,Paraíba,Urbana,Total,27.5,33.7
207,2014,Paraíba,Urbana,Estadual,37.4,39.4
208,2014,Paraíba,Urbana,Federal,6.6,16.9
209,2014,Paraíba,Urbana,Municipal,31.7,62.3
210,2014,Paraíba,Urbana,Privada,6.7,7.9
211,2014,Paraíba,Urbana,Pública,33.6,38.9
212,2014,Pernambuco,Total,Total,24.8,33.9
213,2014,Pernambuco,Total,Estadual,34.8,37.3
214,2014,Pernambuco,Total,Federal,7.5,26.9
215,2014,Pernambuco,Total,Municipal,28.6,60.8
216,2014,Pernambuco,Total,Privada,7.5,8.5
217,2014,Pernambuco,Total,Pública,29.8,37.3
218,2014,Pernambuco,Rural,Total,27.5,41.8
219,2014,Pernambuco,Rural,Estadual,36.7,43.3
220,2014,Pernambuco,Rural,Federal,--,23
221,2014,Pernambuco,Rural,Municipal,27,53.6
222,2014,Pernambuco,Rural,Privada,18,13.2
223,2014,Pernambuco,Rural,Pública,27.6,42.1
224,2014,Pernambuco,Urbana,Total,24.2,33.5
225,2014,Pernambuco,Urbana,Estadual,34.6,37
226,2014,Pernambuco,Urbana,Federal,7.5,28.2
227,2014,Pernambuco,Urbana,Municipal,29.2,63.6
228,2014,Pernambuco,Urbana,Privada,7.4,8.5
229,2014,Pernambuco,Urbana,Pública,30.5,37
230,2014,Alagoas,Total,Total,31.6,40
231,2014,Alagoas,Total,Estadual,46.1,45.8
232,2014,Alagoas,Total,Federal,--,33.9
233,2014,Alagoas,Total,Municipal,33.6,56.3
234,2014,Alagoas,Total,Privada,7.7,9.7
235,2014,Alagoas,Total,Pública,35.6,45.1
236,2014,Alagoas,Rural,Total,30.8,40.3
237,2014,Alagoas,Rural,Estadual,36.4,40.3
238,2014,Alagoas,Rural,Municipal,30.7,--
239,2014,Alagoas,Rural,Privada,18.5,--
240,2014,Alagoas,Rural,Pública,30.9,40.3
241,2014,Alagoas,Urbana,Total,31.8,40
242,2014,Alagoas,Urbana,Estadual,46.6,46.1
243,2014,Alagoas,Urbana,Federal,--,33.9
244,2014,Alagoas,Urbana,Municipal,35.1,56.3
245,2014,Alagoas,Urbana,Privada,7.6,9.7
246,2014,Alagoas,Urbana,Pública,37.4,45.4
247,2014,Sergipe,Total,Total,33.7,42.6
248,2014,Sergipe,Total,Estadual,41.9,50.3
249,2014,Sergipe,Total,Federal,22.9,23.6
250,2014,Sergipe,Total,Municipal,39.1,--
251,2014,Sergipe,Total,Privada,8.4,10
252,2014,Sergipe,Total,Pública,40,49.6
253,2014,Sergipe,Rural,Total,37.6,47.7
254,2014,Sergipe,Rural,Estadual,38,52.8
255,2014,Sergipe,Rural,Federal,--,28.1
256,2014,Sergipe,Rural,Municipal,37.9,--
257,2014,Sergipe,Rural,Privada,10.9,--
258,2014,Sergipe,Rural,Pública,37.9,47.7
259,2014,Sergipe,Urbana,Total,32.4,42.3
260,2014,Sergipe,Urbana,Estadual,42.1,50.2
261,2014,Sergipe,Urbana,Federal,22.9,18.9
262,2014,Sergipe,Urbana,Municipal,40.1,--
263,2014,Sergipe,Urbana,Privada,8.4,10
264,2014,Sergipe,Urbana,Pública,40.9,49.7
265,2014,Bahia,Total,Total,32.7,43.1
266,2014,Bahia,Total,Estadual,48.4,46.9
267,2014,Bahia,Total,Federal,18.8,21.7
268,2014,Bahia,Total,Municipal,35.1,48
269,2014,Bahia,Total,Privada,7.4,9.7
270,2014,Bahia,Total,Pública,36.8,46.4
271,2014,Bahia,Rural,Total,35.6,45.7
272,2014,Bahia,Rural,Estadual,44.5,48.3
273,2014,Bahia,Rural,Federal,--,15.6
274,2014,Bahia,Rural,Municipal,35.6,50.5
275,2014,Bahia,Rural,Privada,13.3,31.1
276,2014,Bahia,Rural,Pública,35.8,46.8
277,2014,Bahia,Urbana,Total,31.5,42.9
278,2014,Bahia,Urbana,Estadual,48.6,46.9
279,2014,Bahia,Urbana,Federal,18.8,22.7
280,2014,Bahia,Urbana,Municipal,34.8,43.8
281,2014,Bahia,Urbana,Privada,7.3,8.9
282,2014,Bahia,Urbana,Pública,37.3,46.4
283,2014,Minas Gerais,Total,Total,13.8,25.7
284,2014,Minas Gerais,Total,Estadual,16.4,28.1
285,2014,Minas Gerais,Total,Federal,12.5,16.9
286,2014,Minas Gerais,Total,Municipal,13.5,20.9
287,2014,Minas Gerais,Total,Privada,4.1,8
288,2014,Minas Gerais,Total,Pública,15,27.8
289,2014,Minas Gerais,Rural,Total,15.8,27.6
290,2014,Minas Gerais,Rural,Estadual,19.7,31.3
291,2014,Minas Gerais,Rural,Federal,--,12.2
292,2014,Minas Gerais,Rural,Municipal,14.7,27.6
293,2014,Minas Gerais,Rural,Privada,18.4,36.1
294,2014,Minas Gerais,Rural,Pública,15.8,27.1
295,2014,Minas Gerais,Urbana,Total,13.7,25.6
296,2014,Minas Gerais,Urbana,Estadual,16.3,28
297,2014,Minas Gerais,Urbana,Federal,12.5,18.3
298,2014,Minas Gerais,Urbana,Municipal,13.3,20.4
299,2014,Minas Gerais,Urbana,Privada,4.1,7.7
300,2014,Minas Gerais,Urbana,Pública,14.9,27.8
301,2014,Espírito Santo,Total,Total,20.4,26
302,2014,Espírito Santo,Total,Estadual,23.6,29.9
303,2014,Espírito Santo,Total,Federal,--,9.8
304,2014,Espírito Santo,Total,Municipal,22.4,6.6
305,2014,Espírito Santo,Total,Privada,4.1,7.2
306,2014,Espírito Santo,Total,Pública,22.7,28.9
307,2014,Espírito Santo,Rural,Total,19.8,19.9
308,2014,Espírito Santo,Rural,Estadual,17,24
309,2014,Espírito Santo,Rural,Federal,--,10.3
310,2014,Espírito Santo,Rural,Municipal,20.1,6.6
311,2014,Espírito Santo,Rural,Privada,31.4,19.2
312,2014,Espírito Santo,Rural,Pública,19.7,20.1
313,2014,Espírito Santo,Urbana,Total,20.5,26.3
314,2014,Espírito Santo,Urbana,Estadual,24,30.1
315,2014,Espírito Santo,Urbana,Federal,--,9.7
316,2014,Espírito Santo,Urbana,Municipal,22.7,--
317,2014,Espírito Santo,Urbana,Privada,3.8,6.5
318,2014,Espírito Santo,Urbana,Pública,23.1,29.2
319,2014,Rio de Janeiro,Total,Total,25.7,31.8
320,2014,Rio de Janeiro,Total,Estadual,43.7,38.1
321,2014,Rio de Janeiro,Total,Federal,18.5,22.4
322,2014,Rio de Janeiro,Total,Municipal,30.6,30.6
323,2014,Rio de Janeiro,Total,Privada,9.3,12.1
324,2014,Rio de Janeiro,Total,Pública,32.6,37.5
325,2014,Rio de Janeiro,Rural,Total,35,36
326,2014,Rio de Janeiro,Rural,Estadual,47.7,37.3
327,2014,Rio de Janeiro,Rural,Federal,--,24.2
328,2014,Rio de Janeiro,Rural,Municipal,35.2,60.6
329,2014,Rio de Janeiro,Rural,Privada,9.4,13.7
330,2014,Rio de Janeiro,Rural,Pública,36.5,37
331,2014,Rio de Janeiro,Urbana,Total,25.2,31.7
332,2014,Rio de Janeiro,Urbana,Estadual,43.5,38.1
333,2014,Rio de Janeiro,Urbana,Federal,18.5,22.3
334,2014,Rio de Janeiro,Urbana,Municipal,30.2,30.4
335,2014,Rio de Janeiro,Urbana,Privada,9.3,12.1
336,2014,Rio de Janeiro,Urbana,Pública,32.3,37.5
337,2014,São Paulo,Total,Total,7.3,14.5
338,2014,São Paulo,Total,Estadual,8.9,16.3
339,2014,São Paulo,Total,Federal,2.5,6.6
340,2014,São Paulo,Total,Municipal,7.9,12.5
341,2014,São Paulo,Total,Privada,2.8,4.7
342,2014,São Paulo,Total,Pública,8.4,16.2
343,2014,São Paulo,Rural,Total,10.6,10.5
344,2014,São Paulo,Rural,Estadual,14.2,10.5
345,2014,São Paulo,Rural,Municipal,9.3,20.9
346,2014,São Paulo,Rural,Privada,6.4,8.6
347,2014,São Paulo,Rural,Pública,10.7,10.6
348,2014,São Paulo,Urbana,Total,7.3,14.5
349,2014,São Paulo,Urbana,Estadual,8.9,16.3
350,2014,São Paulo,Urbana,Federal,2.5,6.6
351,2014,São Paulo,Urbana,Municipal,7.8,12.4
352,2014,São Paulo,Urbana,Privada,2.8,4.7
353,2014,São Paulo,Urbana,Pública,8.3,16.3
354,2014,Paraná,Total,Total,12.6,20.9
355,2014,Paraná,Total,Estadual,21,23.7
356,2014,Paraná,Total,Federal,10.6,5.9
357,2014,Paraná,Total,Municipal,8.5,--
358,2014,Paraná,Total,Privada,1.9,3.8
359,2014,Paraná,Total,Pública,14.2,23.6
360,2014,Paraná,Rural,Total,14.4,20.6
361,2014,Paraná,Rural,Estadual,21.6,21
362,2014,Paraná,Rural,Federal,--,--
363,2014,Paraná,Rural,Municipal,9.8,--
364,2014,Paraná,Rural,Privada,4.2,8
365,2014,Paraná,Rural,Pública,14.5,21
366,2014,Paraná,Urbana,Total,12.5,21
367,2014,Paraná,Urbana,Estadual,21,23.9
368,2014,Paraná,Urbana,Federal,10.6,5.9
369,2014,Paraná,Urbana,Municipal,8.4,--
370,2014,Paraná,Urbana,Privada,1.9,3.8
371,2014,Paraná,Urbana,Pública,14.2,23.7
372,2014,Santa Catarina,Total,Total,13,16.1
373,2014,Santa Catarina,Total,Estadual,17.5,18.2
374,2014,Santa Catarina,Total,Federal,6.8,9.4
375,2014,Santa Catarina,Total,Municipal,12.4,11.6
376,2014,Santa Catarina,Total,Privada,2.7,3.3
377,2014,Santa Catarina,Total,Pública,14.4,17.9
378,2014,Santa Catarina,Rural,Total,12.4,14.7
379,2014,Santa Catarina,Rural,Estadual,16,15.7
380,2014,Santa Catarina,Rural,Federal,--,6.5
381,2014,Santa Catarina,Rural,Municipal,11,19.6
382,2014,Santa Catarina,Rural,Privada,--,11.2
383,2014,Santa Catarina,Rural,Pública,12.4,14.8
384,2014,Santa Catarina,Urbana,Total,13.1,16.1
385,2014,Santa Catarina,Urbana,Estadual,17.6,18.3
386,2014,Santa Catarina,Urbana,Federal,6.8,9.9
387,2014,Santa Catarina,Urbana,Municipal,12.6,8.3
388,2014,Santa Catarina,Urbana,Privada,2.7,3.2
389,2014,Santa Catarina,Urbana,Pública,14.6,18.1
390,2014,Rio Grande do Sul,Total,Total,21.8,26.6
391,2014,Rio Grande do Sul,Total,Estadual,25.2,29.5
392,2014,Rio Grande do Sul,Total,Federal,15.1,18.9
393,2014,Rio Grande do Sul,Total,Municipal,22.9,44.4
394,2014,Rio Grande do Sul,Total,Privada,4.4,5
395,2014,Rio Grande do Sul,Total,Pública,23.9,29.4
396,2014,Rio Grande do Sul,Rural,Total,23.1,26.7
397,2014,Rio Grande do Sul,Rural,Estadual,26.4,29.7
398,2014,Rio Grande do Sul,Rural,Federal,--,15.4
399,2014,Rio Grande do Sul,Rural,Municipal,21.7,32
400,2014,Rio Grande do Sul,Rural,Privada,15.2,16.4
401,2014,Rio Grande do Sul,Rural,Pública,23.2,27.1
402,2014,Rio Grande do Sul,Urbana,Total,21.7,26.6
403,2014,Rio Grande do Sul,Urbana,Estadual,25.1,29.5
404,2014,Rio Grande do Sul,Urbana,Federal,15.1,19.9
405,2014,Rio Grande do Sul,Urbana,Municipal,23.1,45.4
406,2014,Rio Grande do Sul,Urbana,Privada,4.3,4.8
407,2014,Rio Grande do Sul,Urbana,Pública,24.1,29.4
408,2014,Mato Grosso do Sul,Total,Total,25,30.1
409,2014,Mato Grosso do Sul,Total,Estadual,33.1,33.4
410,2014,Mato Grosso do Sul,Total,Federal,6.9,12.9
411,2014,Mato Grosso do Sul,Total,Municipal,24.3,27.2
412,2014,Mato Grosso do Sul,Total,Privada,3,5.8
413,2014,Mato Grosso do Sul,Total,Pública,27.5,33.1
414,2014,Mato Grosso do Sul,Rural,Total,34.7,38.9
415,2014,Mato Grosso do Sul,Rural,Estadual,32.6,40.7
416,2014,Mato Grosso do Sul,Rural,Federal,--,--
417,2014,Mato Grosso do Sul,Rural,Municipal,35.6,27.2
418,2014,Mato Grosso do Sul,Rural,Privada,7.8,20.3
419,2014,Mato Grosso do Sul,Rural,Pública,35.1,40.4
420,2014,Mato Grosso do Sul,Urbana,Total,23.8,29.6
421,2014,Mato Grosso do Sul,Urbana,Estadual,33.1,32.9
422,2014,Mato Grosso do Sul,Urbana,Federal,6.9,12.9
423,2014,Mato Grosso do Sul,Urbana,Municipal,22,--
424,2014,Mato Grosso do Sul,Urbana,Privada,2.9,5.2
425,2014,Mato Grosso do Sul,Urbana,Pública,26.4,32.6
426,2014,Mato Grosso,Total,Total,7.4,30.2
427,2014,Mato Grosso,Total,Estadual,4.8,33.2
428,2014,Mato Grosso,Total,Federal,--,12.3
429,2014,Mato Grosso,Total,Municipal,10.8,19
430,2014,Mato Grosso,Total,Privada,2.6,4
431,2014,Mato Grosso,Total,Pública,7.9,32.6
432,2014,Mato Grosso,Rural,Total,16.6,41.7
433,2014,Mato Grosso,Rural,Estadual,15,44
434,2014,Mato Grosso,Rural,Federal,--,17.7
435,2014,Mato Grosso,Rural,Municipal,17.4,19
436,2014,Mato Grosso,Rural,Privada,1.8,17.2
437,2014,Mato Grosso,Rural,Pública,16.6,41.8
438,2014,Mato Grosso,Urbana,Total,5.8,29
439,2014,Mato Grosso,Urbana,Estadual,3.5,32
440,2014,Mato Grosso,Urbana,Federal,--,10.2
441,2014,Mato Grosso,Urbana,Municipal,8.9,--
442,2014,Mato Grosso,Urbana,Privada,2.6,3.9
443,2014,Mato Grosso,Urbana,Pública,6.2,31.5
444,2014,Goiás,Total,Total,16.9,26
445,2014,Goiás,Total,Estadual,26.1,29.8
446,2014,Goiás,Total,Federal,20.8,12.5
447,2014,Goiás,Total,Municipal,16.3,18.8
448,2014,Goiás,Total,Privada,5.1,7.6
449,2014,Goiás,Total,Pública,19.6,29.4
450,2014,Goiás,Rural,Total,24.2,27.6
451,2014,Goiás,Rural,Estadual,32.6,36
452,2014,Goiás,Rural,Federal,--,10.9
453,2014,Goiás,Rural,Municipal,23,38.7
454,2014,Goiás,Rural,Privada,12.8,19.3
455,2014,Goiás,Rural,Pública,24.4,28.6
456,2014,Goiás,Urbana,Total,16.5,26
457,2014,Goiás,Urbana,Estadual,25.9,29.7
458,2014,Goiás,Urbana,Federal,20.8,13.2
459,2014,Goiás,Urbana,Municipal,15.8,14.4
460,2014,Goiás,Urbana,Privada,5.1,7.4
461,2014,Goiás,Urbana,Pública,19.3,29.4
462,2014,Distrito Federal,Total,Total,17.5,25.9
463,2014,Distrito Federal,Total,Estadual,22.4,33
464,2014,Distrito Federal,Total,Federal,5.8,14.3
465,2014,Distrito Federal,Total,Privada,3.8,6.9
466,2014,Distrito Federal,Total,Pública,22.4,32.6
467,2014,Distrito Federal,Rural,Total,25.3,37.3
468,2014,Distrito Federal,Rural,Estadual,24.9,36
469,2014,Distrito Federal,Rural,Federal,--,36.4
470,2014,Distrito Federal,Rural,Privada,34.8,44.8
471,2014,Distrito Federal,Rural,Pública,24.9,36
472,2014,Distrito Federal,Urbana,Total,17.2,25.7
473,2014,Distrito Federal,Urbana,Estadual,22.3,32.9
474,2014,Distrito Federal,Urbana,Federal,5.8,10.5
475,2014,Distrito Federal,Urbana,Privada,3.7,6.4
476,2014,Distrito Federal,Urbana,Pública,22.2,32.5
0,2017,Brasil,Total,Total,18.1,28.2
1,2017,Brasil,Urbana,Total,16.7,27.7
2,2017,Brasil,Rural,Total,27.1,39.4
3,2017,Brasil,Total,Federal,14.200000000000001,19.5
4,2017,Brasil,Urbana,Federal,14.200000000000001,19.7
5,2017,Brasil,Rural,Federal,5.2,18.5
6,2017,Brasil,Total,Estadual,20.5,31.5
7,2017,Brasil,Urbana,Estadual,20,31
8,2017,Brasil,Rural,Estadual,29.1,41.5
9,2017,Brasil,Total,Municipal,20.8,26.6
10,2017,Brasil,Urbana,Municipal,19.1,24
11,2017,Brasil,Rural,Municipal,27,46.4
12,2017,Brasil,Total,Privada,5.1000000000000005,7.4
13,2017,Brasil,Urbana,Privada,5.1000000000000005,7.1000000000000005
14,2017,Brasil,Rural,Privada,11.700000000000001,26.6
15,2017,Brasil,Total,Pública,20.7,31.1
16,2017,Brasil,Urbana,Pública,19.400000000000002,30.7
17,2017,Brasil,Rural,Pública,27.3,39.9
18,2017,Norte,Total,Total,26.400000000000002,41.4
19,2017,Norte,Urbana,Total,22.400000000000002,39.9
20,2017,Norte,Rural,Total,36.5,54.6
21,2017,Norte,Total,Federal,8.3,18.7
22,2017,Norte,Urbana,Federal,8.3,18.2
23,2017,Norte,Rural,Federal,--,22.8
24,2017,Norte,Total,Estadual,28.400000000000002,44.6
25,2017,Norte,Urbana,Estadual,26.8,43.2
26,2017,Norte,Rural,Estadual,39,56.300000000000004
27,2017,Norte,Total,Municipal,28.3,47.800000000000004
28,2017,Norte,Urbana,Municipal,23.3,38.4
29,2017,Norte,Rural,Municipal,36.300000000000004,79.7
30,2017,Norte,Total,Privada,5.3,9.6
31,2017,Norte,Urbana,Privada,5.1000000000000005,8.6
32,2017,Norte,Rural,Privada,17,35.300000000000004
33,2017,Norte,Total,Pública,28.3,43.800000000000004
34,2017,Norte,Urbana,Pública,24.6,42.5
35,2017,Norte,Rural,Pública,36.6,55.1
36,2017,Rondônia,Total,Total,20,31.2
37,2017,Rondônia,Urbana,Total,18.5,30.900000000000002
38,2017,Rondônia,Rural,Total,25.3,34.1
39,2017,Rondônia,Total,Federal,--,14.1
40,2017,Rondônia,Urbana,Federal,--,14.3
41,2017,Rondônia,Rural,Federal,--,13.6
42,2017,Rondônia,Total,Estadual,27.2,34
43,2017,Rondônia,Urbana,Estadual,26.3,33.4
44,2017,Rondônia,Rural,Estadual,36.2,42.1
45,2017,Rondônia,Total,Municipal,16.3,--
46,2017,Rondônia,Urbana,Municipal,13,--
47,2017,Rondônia,Rural,Municipal,22.8,--
48,2017,Rondônia,Total,Privada,3.5,9.200000000000001
49,2017,Rondônia,Urbana,Privada,3.2,6.4
50,2017,Rondônia,Rural,Privada,15.6,21.7
51,2017,Rondônia,Total,Pública,21.400000000000002,32.7
52,2017,Rondônia,Urbana,Pública,20.1,32.4
53,2017,Rondônia,Rural,Pública,25.400000000000002,35.9
54,2017,Acre,Total,Total,25.5,28.5
55,2017,Acre,Urbana,Total,17.3,23.6
56,2017,Acre,Rural,Total,42,50.800000000000004
57,2017,Acre,Total,Federal,12.1,12.8
58,2017,Acre,Urbana,Federal,12.1,12.8
59,2017,Acre,Total,Estadual,24.900000000000002,30.3
