,year,region,location,adm,prim_1,sec_1,prim_2,sec_2,prim_3,sec_3
338,2013,São Paulo,Total,Privada,97.6,95.6,2.4,4.2,0,0.2
339,2013,São Paulo,Total,Municipal,95.3,87.2,4.1,9.7,0.6,3.1
340,2013,São Paulo,Total,Federal,98.4,86.1,1.6,11.1,0,2.8
341,2013,São Paulo,Total,Estadual,93.9,81.5,4.5,12.9,1.6,5.6
342,2013,São Paulo,Rural,Total,95,89.9,4.5,6.6,0.5,3.5
343,2013,São Paulo,Rural,Pública,94.9,89.7,4.5,6.7,0.6,3.6
344,2013,São Paulo,Rural,Privada,96.7,95.6,3.3,4.4,0,0
345,2013,São Paulo,Rural,Municipal,94.5,80.9,5.2,13.9,0.3,5.2
346,2013,São Paulo,Rural,Estadual,95.6,89.8,3.2,6.5,1.2,3.7
347,2013,São Paulo,Urbana,Total,95.2,83.6,3.9,11.6,0.9,4.8
348,2013,São Paulo,Urbana,Pública,94.6,81.5,4.3,12.9,1.1,5.6
349,2013,São Paulo,Urbana,Privada,97.6,95.6,2.4,4.2,0,0.2
350,2013,São Paulo,Urbana,Municipal,95.3,87.3,4.1,9.7,0.6,3
351,2013,São Paulo,Urbana,Federal,98.4,86.1,1.6,11.1,0,2.8
352,2013,São Paulo,Urbana,Estadual,93.9,81.4,4.5,12.9,1.6,5.7
353,2013,Paraná,Total,Total,90,81,8.6,12.6,1.4,6.4
354,2013,Paraná,Total,Pública,88.9,78.7,9.5,14,1.6,7.3
355,2013,Paraná,Total,Privada,97.7,96,2.3,3.7,0,0.3
356,2013,Paraná,Total,Municipal,93.8,--,5.9,--,0.3,--
357,2013,Paraná,Total,Federal,90.6,89.1,9.4,8.8,0,2.1
358,2013,Paraná,Total,Estadual,83.2,78.6,13.6,14,3.2,7.4
359,2013,Paraná,Rural,Total,91.3,86.8,7.5,7.8,1.2,5.4
360,2013,Paraná,Rural,Pública,91.3,86.6,7.6,7.9,1.1,5.5
361,2013,Paraná,Rural,Privada,96.2,94.8,2.9,4.8,0.9,0.4
362,2013,Paraná,Rural,Municipal,93,--,6.7,--,0.3,--
363,2013,Paraná,Rural,Estadual,88.8,86.6,8.8,7.9,2.4,5.5
364,2013,Paraná,Urbana,Total,89.9,80.7,8.7,12.8,1.4,6.5
365,2013,Paraná,Urbana,Pública,88.7,78.3,9.6,14.3,1.7,7.4
366,2013,Paraná,Urbana,Privada,97.7,96,2.3,3.7,0,0.3
367,2013,Paraná,Urbana,Municipal,93.9,--,5.9,--,0.2,--
368,2013,Paraná,Urbana,Federal,90.6,89.1,9.4,8.8,0,2.1
369,2013,Paraná,Urbana,Estadual,82.8,78.2,14,14.3,3.2,7.5
370,2013,Santa Catarina,Total,Total,92.4,79,6.9,13.6,0.7,7.4
371,2013,Santa Catarina,Total,Pública,91.7,76.6,7.5,15,0.8,8.4
372,2013,Santa Catarina,Total,Privada,98,94.9,1.9,4.8,0.1,0.3
373,2013,Santa Catarina,Total,Municipal,93.8,87.9,5.7,8.4,0.5,3.7
374,2013,Santa Catarina,Total,Federal,92.9,89.9,7.1,8.8,0,1.3
375,2013,Santa Catarina,Total,Estadual,88.7,76.2,10.3,15.2,1,8.6
376,2013,Santa Catarina,Rural,Total,94.6,86,4.9,9.4,0.5,4.6
377,2013,Santa Catarina,Rural,Pública,94.6,85.7,4.9,9.5,0.5,4.8
378,2013,Santa Catarina,Rural,Privada,--,95,--,5,--,0
379,2013,Santa Catarina,Rural,Municipal,95.8,91.7,3.9,4,0.3,4.3
380,2013,Santa Catarina,Rural,Federal,--,91.6,--,7.5,--,0.9
381,2013,Santa Catarina,Rural,Estadual,91.7,84.5,7.3,10.1,1,5.4
382,2013,Santa Catarina,Urbana,Total,92.2,78.8,7.1,13.8,0.7,7.4
383,2013,Santa Catarina,Urbana,Pública,91.4,76.3,7.8,15.2,0.8,8.5
384,2013,Santa Catarina,Urbana,Privada,98,94.9,1.9,4.8,0.1,0.3
385,2013,Santa Catarina,Urbana,Municipal,93.5,86.5,5.9,10,0.6,3.5
386,2013,Santa Catarina,Urbana,Federal,92.9,89.6,7.1,9,0,1.4
387,2013,Santa Catarina,Urbana,Estadual,88.5,75.9,10.5,15.3,1,8.8
388,2013,Rio Grande do Sul,Total,Total,87.3,75.7,11.5,15.4,1.2,8.9
389,2013,Rio Grande do Sul,Total,Pública,86.2,73.6,12.4,16.4,1.4,10
390,2013,Rio Grande do Sul,Total,Privada,96.8,92.2,3.1,7.4,0.1,0.4
391,2013,Rio Grande do Sul,Total,Municipal,87.6,62.5,11.1,21.5,1.3,16
392,2013,Rio Grande do Sul,Total,Federal,92.2,82.2,7.8,15.7,0,2.1
393,2013,Rio Grande do Sul,Total,Estadual,84.6,73.5,13.9,16.4,1.5,10.1
394,2013,Rio Grande do Sul,Rural,Total,89.8,81.4,8.9,11.3,1.3,7.3
395,2013,Rio Grande do Sul,Rural,Pública,89.8,81.2,8.9,11.3,1.3,7.5
396,2013,Rio Grande do Sul,Rural,Privada,91.8,88.7,8.2,10.1,0,1.2
397,2013,Rio Grande do Sul,Rural,Municipal,90.3,80.8,8.6,11.5,1.1,7.7
398,2013,Rio Grande do Sul,Rural,Federal,--,82.4,--,13,--,4.6
399,2013,Rio Grande do Sul,Rural,Estadual,88.6,80.9,9.4,10.9,2,8.2
400,2013,Rio Grande do Sul,Urbana,Total,87,75.5,11.8,15.6,1.2,8.9
401,2013,Rio Grande do Sul,Urbana,Pública,85.7,73.3,12.9,16.6,1.4,10.1
402,2013,Rio Grande do Sul,Urbana,Privada,96.8,92.3,3.1,7.3,0.1,0.4
403,2013,Rio Grande do Sul,Urbana,Municipal,87.1,61.3,11.6,22.2,1.3,16.5
404,2013,Rio Grande do Sul,Urbana,Federal,92.2,82.1,7.8,16.5,0,1.4
405,2013,Rio Grande do Sul,Urbana,Estadual,84.2,73.3,14.3,16.5,1.5,10.2
406,2013,Mato Grosso do Sul,Total,Total,85.2,75,12.6,15.5,2.2,9.5
407,2013,Mato Grosso do Sul,Total,Pública,83.9,72.7,13.7,16.7,2.4,10.6
408,2013,Mato Grosso do Sul,Total,Privada,97.3,94.1,2.6,5.5,0.1,0.4
409,2013,Mato Grosso do Sul,Total,Municipal,86.4,88.2,12,5.9,1.6,5.9
410,2013,Mato Grosso do Sul,Total,Federal,87.8,80.1,12.2,13.4,0,6.5
411,2013,Mato Grosso do Sul,Total,Estadual,79.9,72.5,16.4,16.8,3.7,10.7
412,2013,Mato Grosso do Sul,Rural,Total,82.9,80,13.9,11,3.2,9
413,2013,Mato Grosso do Sul,Rural,Pública,82.7,78.8,14.1,11.5,3.2,9.7
414,2013,Mato Grosso do Sul,Rural,Privada,98.4,94.5,1.6,4.4,0,1.1
415,2013,Mato Grosso do Sul,Rural,Municipal,82.4,88.2,14.2,5.9,3.4,5.9
416,2013,Mato Grosso do Sul,Rural,Federal,--,71.2,--,22.4,--,6.4
417,2013,Mato Grosso do Sul,Rural,Estadual,83.9,79.3,13.7,10.6,2.4,10.1
418,2013,Mato Grosso do Sul,Urbana,Total,85.5,74.7,12.5,15.8,2,9.5
419,2013,Mato Grosso do Sul,Urbana,Pública,84.1,72.3,13.6,17,2.3,10.7
420,2013,Mato Grosso do Sul,Urbana,Privada,97.2,94.1,2.6,5.5,0.2,0.4
421,2013,Mato Grosso do Sul,Urbana,Municipal,87.2,--,11.6,--,1.2,--
422,2013,Mato Grosso do Sul,Urbana,Federal,87.8,82.7,12.2,10.8,0,6.5
423,2013,Mato Grosso do Sul,Urbana,Estadual,79.6,72.1,16.6,17.2,3.8,10.7
424,2013,Mato Grosso,Total,Total,96.8,65.1,2.4,21.4,0.8,13.5
425,2013,Mato Grosso,Total,Pública,96.6,62.6,2.5,22.9,0.9,14.5
426,2013,Mato Grosso,Total,Privada,98.3,96.3,1.6,3.4,0.1,0.3
427,2013,Mato Grosso,Total,Municipal,95.2,93.7,3.8,6.3,1,0
428,2013,Mato Grosso,Total,Federal,--,81,--,17.6,--,1.4
429,2013,Mato Grosso,Total,Estadual,98.1,62.1,1.1,23,0.8,14.9
430,2013,Mato Grosso,Rural,Total,95.6,74.9,2.5,13.6,1.9,11.5
431,2013,Mato Grosso,Rural,Pública,95.6,74.8,2.5,13.6,1.9,11.6
432,2013,Mato Grosso,Rural,Privada,100,100,0,0,0,0
433,2013,Mato Grosso,Rural,Municipal,94.4,93.7,3.3,6.3,2.3,0
434,2013,Mato Grosso,Rural,Federal,--,77.2,--,19.8,--,3
435,2013,Mato Grosso,Rural,Estadual,98.2,74.6,0.8,13.3,1,12.1
436,2013,Mato Grosso,Urbana,Total,97,64,2.4,22.3,0.6,13.7
437,2013,Mato Grosso,Urbana,Pública,96.8,61.1,2.5,24,0.7,14.9
438,2013,Mato Grosso,Urbana,Privada,98.3,96.3,1.6,3.4,0.1,0.3
439,2013,Mato Grosso,Urbana,Municipal,95.5,--,3.9,--,0.6,--
440,2013,Mato Grosso,Urbana,Federal,--,82.4,--,16.8,--,0.8
441,2013,Mato Grosso,Urbana,Estadual,98.1,60.6,1.2,24.2,0.7,15.2
442,2013,Goiás,Total,Total,93.7,85.4,4.8,8.5,1.5,6.1
443,2013,Goiás,Total,Pública,92.8,83.8,5.4,9.1,1.8,7.1
444,2013,Goiás,Total,Privada,97.6,94.2,2.2,5,0.2,0.8
445,2013,Goiás,Total,Municipal,93.4,80.9,5.3,14.5,1.3,4.6
446,2013,Goiás,Total,Federal,90.4,83.6,9.6,15.1,0,1.3
447,2013,Goiás,Total,Estadual,91.7,83.8,5.6,9,2.7,7.2
448,2013,Goiás,Rural,Total,92.5,90,5.7,5.6,1.8,4.4
449,2013,Goiás,Rural,Pública,92.5,89.5,5.7,5.9,1.8,4.6
450,2013,Goiás,Rural,Privada,95.8,96.6,3.9,2.3,0.3,1.1
451,2013,Goiás,Rural,Municipal,92.2,77.7,6.1,9.1,1.7,13.2
452,2013,Goiás,Rural,Federal,--,87.2,--,10.7,--,2.1
453,2013,Goiás,Rural,Estadual,94.3,90.9,3.6,3.7,2.1,5.4
454,2013,Goiás,Urbana,Total,93.7,85.3,4.8,8.6,1.5,6.1
455,2013,Goiás,Urbana,Pública,92.8,83.7,5.4,9.2,1.8,7.1
456,2013,Goiás,Urbana,Privada,97.6,94.2,2.2,5,0.2,0.8
457,2013,Goiás,Urbana,Municipal,93.4,81.9,5.3,16.3,1.3,1.8
458,2013,Goiás,Urbana,Federal,90.4,82,9.6,17.1,0,0.9
459,2013,Goiás,Urbana,Estadual,91.7,83.7,5.7,9.1,2.6,7.2
460,2013,Distrito Federal,Total,Total,89.4,79.4,9.4,15.1,1.2,5.5
461,2013,Distrito Federal,Total,Pública,86.6,74.4,11.9,18.3,1.5,7.3
462,2013,Distrito Federal,Total,Privada,97.5,93.7,2.5,6.2,0,0.1
463,2013,Distrito Federal,Total,Federal,95.3,92.8,4.7,6.2,0,1
464,2013,Distrito Federal,Total,Estadual,86.6,74,11.9,18.6,1.5,7.4
465,2013,Distrito Federal,Rural,Total,87.7,79.3,11.1,15.7,1.2,5
466,2013,Distrito Federal,Rural,Pública,87.2,77,11.6,17.4,1.2,5.6
467,2013,Distrito Federal,Rural,Privada,100,99.5,0,0.5,0,0
468,2013,Distrito Federal,Rural,Federal,--,67.6,--,23.8,--,8.6
469,2013,Distrito Federal,Rural,Estadual,87.2,78.1,11.6,16.7,1.2,5.2
470,2013,Distrito Federal,Urbana,Total,89.5,79.4,9.4,15.1,1.1,5.5
471,2013,Distrito Federal,Urbana,Pública,86.6,74.3,11.9,18.3,1.5,7.4
472,2013,Distrito Federal,Urbana,Privada,97.4,93.7,2.6,6.2,0,0.1
473,2013,Distrito Federal,Urbana,Federal,95.3,95.9,4.7,4.1,0,0
474,2013,Distrito Federal,Urbana,Estadual,86.5,73.9,12,18.6,1.5,7.5
0,2014,Rondônia,Total,Total,87.4,78.4,10.2,12.3,2.4,9.3
1,2014,Rondônia,Total,Pública,86.6,77.2,10.8,12.9,2.6,9.9
2,2014,Rondônia,Total,Privada,97.2,93.6,2.7,5.8,0.1,0.6
3,2014,Rondônia,Total,Municipal,89.7,--,8.2,--,2.1,--
4,2014,Rondônia,Total,Federal,--,86.3,--,12.3,--,1.4
5,2014,Rondônia,Total,Estadual,83.4,76.7,13.4,12.9,3.2,10.4
6,2014,Rondônia,Rural,Total,87.3,85.2,8.9,5.7,3.8,9.1
7,2014,Rondônia,Rural,Pública,87.2,83.4,9,5.9,3.8,10.7
8,2014,Rondônia,Rural,Privada,99.4,94.4,0.4,4.7,0.2,0.9
9,2014,Rondônia,Rural,Municipal,88.3,--,8.6,--,3.1,--
10,2014,Rondônia,Rural,Federal,--,88.2,--,11.3,--,0.5
11,2014,Rondônia,Rural,Estadual,82.1,82,11.2,4.3,6.7,13.7
12,2014,Rondônia,Urbana,Total,87.4,77.8,10.6,12.9,2,9.3
13,2014,Rondônia,Urbana,Pública,86.4,76.7,11.4,13.4,2.2,9.9
14,2014,Rondônia,Urbana,Privada,97.1,93.5,2.7,6,0.2,0.5
15,2014,Rondônia,Urbana,Municipal,90.7,--,8,--,1.3,--
16,2014,Rondônia,Urbana,Federal,--,85.5,--,12.7,--,1.8
17,2014,Rondônia,Urbana,Estadual,83.5,76.4,13.6,13.4,2.9,10.2
18,2014,Acre,Total,Total,90.1,77,7.2,12.5,2.7,10.5
19,2014,Acre,Total,Pública,89.8,76.1,7.4,12.9,2.8,11
20,2014,Acre,Total,Privada,97.2,95.6,2.7,4.2,0.1,0.2
21,2014,Acre,Total,Municipal,88.5,--,8.8,--,2.7,--
22,2014,Acre,Total,Federal,80.7,71.5,19.3,25,0,3.5
23,2014,Acre,Total,Estadual,90.7,76.1,6.4,12.7,2.9,11.2
24,2014,Acre,Rural,Total,84.9,86.3,9.9,5.1,5.2,8.6
25,2014,Acre,Rural,Pública,84.9,86.3,9.9,5.1,5.2,8.6
26,2014,Acre,Rural,Municipal,84.9,--,10.8,--,4.3,--
27,2014,Acre,Rural,Estadual,85,86.3,9,5.1,6,8.6
28,2014,Acre,Urbana,Total,92.7,75.5,5.8,13.7,1.5,10.8
29,2014,Acre,Urbana,Pública,92.4,74.3,6,14.3,1.6,11.4
30,2014,Acre,Urbana,Privada,97.2,95.6,2.7,4.2,0.1,0.2
31,2014,Acre,Urbana,Municipal,91.8,--,6.9,--,1.3,--
32,2014,Acre,Urbana,Federal,80.7,71.5,19.3,25,0,3.5
33,2014,Acre,Urbana,Estadual,92.7,74.3,5.5,14.1,1.8,11.6
34,2014,Amazonas,Total,Total,88,80.4,7.7,7.4,4.3,12.2
35,2014,Amazonas,Total,Pública,87.2,79.7,8.1,7.4,4.7,12.9
36,2014,Amazonas,Total,Privada,97,92.4,2.7,7.2,0.3,0.4
37,2014,Amazonas,Total,Municipal,86.4,91.8,8.8,3.1,4.8,5.1
38,2014,Amazonas,Total,Federal,89.2,83,10.8,14.6,0,2.4
39,2014,Amazonas,Total,Estadual,88.7,79.6,6.9,7.3,4.4,13.1
40,2014,Amazonas,Rural,Total,84.6,81.7,8.8,6.4,6.6,11.9
41,2014,Amazonas,Rural,Pública,84.6,81.6,8.8,6.4,6.6,12
42,2014,Amazonas,Rural,Privada,93.1,99.3,6.9,0.7,0,0
43,2014,Amazonas,Rural,Municipal,84.3,--,9,--,6.7,--
44,2014,Amazonas,Rural,Estadual,88.3,81.6,6.5,6.4,5.2,12
45,2014,Amazonas,Urbana,Total,89.1,80.2,7.3,7.6,3.6,12.2
46,2014,Amazonas,Urbana,Pública,88.2,79.4,7.8,7.6,4,13
47,2014,Amazonas,Urbana,Privada,97,92.3,2.7,7.3,0.3,0.4
48,2014,Amazonas,Urbana,Municipal,87.7,91.8,8.7,3.1,3.6,5.1
49,2014,Amazonas,Urbana,Federal,89.2,83,10.8,14.6,0,2.4
50,2014,Amazonas,Urbana,Estadual,88.7,79.3,6.9,7.5,4.4,13.2
51,2014,Roraima,Total,Total,89.4,78.3,8.2,13.4,2.4,8.3
52,2014,Roraima,Total,Pública,88.7,77.2,8.7,14,2.6,8.8
53,2014,Roraima,Total,Privada,98,94.6,1.9,5.3,0.1,0.1
54,2014,Roraima,Total,Municipal,92.7,88.9,6.3,5.6,1,5.5
55,2014,Roraima,Total,Federal,99.1,88,0.9,10.4,0,1.6
56,2014,Roraima,Total,Estadual,85.3,76.5,10.7,14.2,4,9.3
57,2014,Roraima,Rural,Total,87.6,84.6,8.8,6.4,3.6,9
58,2014,Roraima,Rural,Pública,87.6,84.6,8.8,6.4,3.6,9
59,2014,Roraima,Rural,Municipal,89.5,88.9,8.4,5.6,2.1,5.5
60,2014,Roraima,Rural,Federal,--,88.1,--,9.4,--,2.5
61,2014,Roraima,Rural,Estadual,86.6,84.1,9,6,4.4,9.9
62,2014,Roraima,Urbana,Total,90,77,8,15,2,8
63,2014,Roraima,Urbana,Pública,89.2,75.6,8.6,15.7,2.2,8.7
64,2014,Roraima,Urbana,Privada,98,94.6,1.9,5.3,0.1,0.1
65,2014,Roraima,Urbana,Municipal,93.5,--,5.7,--,0.8,--
66,2014,Roraima,Urbana,Federal,99.1,88,0.9,10.9,0,1.1
67,2014,Roraima,Urbana,Estadual,84.6,74.9,11.7,16,3.7,9.1
68,2014,Pará,Total,Total,83.2,71.8,12.4,12.1,4.4,16.1
69,2014,Pará,Total,Pública,81.9,69.3,13.3,13,4.8,17.7
70,2014,Pará,Total,Privada,96.8,95.4,2.8,3.8,0.4,0.8
71,2014,Pará,Total,Municipal,83.2,56,12.3,37,4.5,7
72,2014,Pará,Total,Federal,89.6,73.7,10.1,18.6,0.3,7.7
73,2014,Pará,Total,Estadual,74.8,69.2,18.5,12.9,6.7,17.9
74,2014,Pará,Rural,Total,81.4,72.7,13,9.8,5.6,17.5
75,2014,Pará,Rural,Pública,81.4,72.4,13,10,5.6,17.6
76,2014,Pará,Rural,Privada,84.5,84.1,13.7,4.3,1.8,11.6
77,2014,Pará,Rural,Municipal,81.6,80,12.8,0,5.6,20
78,2014,Pará,Rural,Federal,--,77.5,--,13.6,--,8.9
79,2014,Pará,Rural,Estadual,76.9,72.3,16,10,7.1,17.7
80,2014,Pará,Urbana,Total,84.1,71.7,12.1,12.3,3.8,16
81,2014,Pará,Urbana,Pública,82.2,69,13.4,13.2,4.4,17.8
82,2014,Pará,Urbana,Privada,96.9,95.7,2.7,3.8,0.4,0.5
83,2014,Pará,Urbana,Municipal,84.4,46.9,11.9,51,3.7,2.1
84,2014,Pará,Urbana,Federal,89.6,73.3,10.1,19,0.3,7.7
85,2014,Pará,Urbana,Estadual,74.6,69,18.8,13.1,6.6,17.9
86,2014,Amapá,Total,Total,86.4,73.1,10.7,14.3,2.9,12.6
87,2014,Amapá,Total,Pública,85.3,70.8,11.6,15.5,3.1,13.7
88,2014,Amapá,Total,Privada,98.4,97.1,1.3,2,0.3,0.9
89,2014,Amapá,Total,Municipal,89.5,--,8.5,--,2,--
90,2014,Amapá,Total,Federal,--,88,--,11.8,--,0.2
91,2014,Amapá,Total,Estadual,82.7,70.2,13.5,15.6,3.8,14.2
92,2014,Amapá,Rural,Total,85.5,79.8,11.3,5.4,3.2,14.8
93,2014,Amapá,Rural,Pública,85.5,78.8,11.3,5.8,3.2,15.4
94,2014,Amapá,Rural,Privada,82.2,90.8,11,1.1,6.8,8.1
95,2014,Amapá,Rural,Municipal,87.7,--,10,--,2.3,--
96,2014,Amapá,Rural,Estadual,84.6,78.8,11.8,5.8,3.6,15.4
97,2014,Amapá,Urbana,Total,86.6,72.5,10.6,15.1,2.8,12.4
98,2014,Amapá,Urbana,Pública,85.2,70,11.7,16.4,3.1,13.6
99,2014,Amapá,Urbana,Privada,98.7,97.7,1.1,2.1,0.2,0.2
100,2014,Amapá,Urbana,Municipal,89.9,--,8.2,--,1.9,--
101,2014,Amapá,Urbana,Federal,--,88,--,11.8,--,0.2
102,2014,Amapá,Urbana,Estadual,82.1,69.3,14,16.6,3.9,14.1
103,2014,Tocantins,Total,Total,88.8,79.4,9.5,12.5,1.7,8.1
104,2014,Tocantins,Total,Pública,88.2,78.6,10,12.8,1.8,8.6
105,2014,Tocantins,Total,Privada,97.1,92.6,2.8,6.7,0.1,0.7
106,2014,Tocantins,Total,Municipal,92.3,97.1,6.7,0,1,2.9
107,2014,Tocantins,Total,Federal,--,81.9,--,16.3,--,1.8
108,2014,Tocantins,Total,Estadual,83.4,78.4,13.8,12.8,2.8,8.8
109,2014,Tocantins,Rural,Total,87.6,84,8.8,8.6,3.6,7.4
110,2014,Tocantins,Rural,Pública,87.5,83.2,8.9,9,3.6,7.8
111,2014,Tocantins,Rural,Privada,96.4,97.8,3.6,1.8,0,0.4
112,2014,Tocantins,Rural,Municipal,90.3,97.1,8,0,1.7,2.9
113,2014,Tocantins,Rural,Federal,--,82.4,--,15.5,--,2.1
114,2014,Tocantins,Rural,Estadual,80.1,82.9,11.2,7.8,8.7,9.3
115,2014,Tocantins,Urbana,Total,89,79.1,9.6,12.7,1.4,8.2
116,2014,Tocantins,Urbana,Pública,88.3,78.3,10.2,13.1,1.5,8.6
117,2014,Tocantins,Urbana,Privada,97.1,92.3,2.7,7,0.2,0.7
118,2014,Tocantins,Urbana,Municipal,92.9,--,6.4,--,0.7,--
119,2014,Tocantins,Urbana,Federal,--,81.6,--,16.7,--,1.7
120,2014,Tocantins,Urbana,Estadual,83.7,78.2,14.1,13,2.2,8.8
121,2014,Maranhão,Total,Total,88.2,78.7,8.5,11.5,3.3,9.8
122,2014,Maranhão,Total,Pública,87.3,77.7,9.1,12,3.6,10.3
123,2014,Maranhão,Total,Privada,96.4,92.1,3.1,5.6,0.5,2.3
124,2014,Maranhão,Total,Municipal,87.6,74.2,8.9,5.1,3.5,20.7
125,2014,Maranhão,Total,Federal,92.2,88.7,7.6,7.9,0.2,3.4
126,2014,Maranhão,Total,Estadual,83.2,77.4,12.9,12.1,3.9,10.5
127,2014,Maranhão,Rural,Total,87.8,78.6,8.5,10.2,3.7,11.2
128,2014,Maranhão,Rural,Pública,87.7,78.4,8.6,10.4,3.7,11.2
129,2014,Maranhão,Rural,Privada,96,83.1,2.8,4.9,1.2,12
130,2014,Maranhão,Rural,Municipal,88,70.4,8.4,5.8,3.6,23.8
131,2014,Maranhão,Rural,Federal,96.3,86.4,3.7,9.7,0,3.9
132,2014,Maranhão,Rural,Estadual,78.2,78.3,13.3,10.6,8.5,11.1
133,2014,Maranhão,Urbana,Total,88.4,78.7,8.6,11.7,3,9.6
134,2014,Maranhão,Urbana,Pública,87.1,77.5,9.5,12.2,3.4,10.3
135,2014,Maranhão,Urbana,Privada,96.5,92.9,3.1,5.7,0.4,1.4
136,2014,Maranhão,Urbana,Municipal,87.2,76.2,9.3,4.7,3.5,19.1
137,2014,Maranhão,Urbana,Federal,90.7,89.5,8.9,7.3,0.4,3.2
138,2014,Maranhão,Urbana,Estadual,85.1,77.3,12.7,12.4,2.2,10.3
139,2014,Piauí,Total,Total,84.6,77.7,12.4,8.6,3,13.7
140,2014,Piauí,Total,Pública,83.2,75.6,13.5,8.9,3.3,15.5
141,2014,Piauí,Total,Privada,95,92.6,4.8,6.9,0.2,0.5
142,2014,Piauí,Total,Municipal,83.5,69.2,13.4,6.6,3.1,24.2
143,2014,Piauí,Total,Federal,--,83.3,--,14.3,--,2.4
144,2014,Piauí,Total,Estadual,80.8,75.3,13.7,8.7,5.5,16
145,2014,Piauí,Rural,Total,83.7,75.9,13.1,5.8,3.2,18.3
146,2014,Piauí,Rural,Pública,83.7,74.9,13.1,5.8,3.2,19.3
147,2014,Piauí,Rural,Privada,87.1,89.6,12.1,6,0.8,4.4
148,2014,Piauí,Rural,Municipal,83.7,63.4,13.1,4.6,3.2,32
149,2014,Piauí,Rural,Federal,--,90.6,--,9.4,--,0
150,2014,Piauí,Rural,Estadual,72.8,74.8,19.8,5.8,7.4,19.4
151,2014,Piauí,Urbana,Total,85,77.8,12.1,8.8,2.9,13.4
152,2014,Piauí,Urbana,Pública,82.9,75.6,13.7,9,3.4,15.4
153,2014,Piauí,Urbana,Privada,95,92.7,4.7,6.9,0.3,0.4
154,2014,Piauí,Urbana,Municipal,83.3,75.9,13.7,9,3,15.1
155,2014,Piauí,Urbana,Federal,--,83,--,14.4,--,2.6
156,2014,Piauí,Urbana,Estadual,80.9,75.3,13.6,8.8,5.5,15.9
157,2014,Ceará,Total,Total,92.3,85,5.9,7.1,1.8,7.9
158,2014,Ceará,Total,Pública,91.2,83.7,6.7,7.5,2.1,8.8
159,2014,Ceará,Total,Privada,96.5,95.1,3.1,4.4,0.4,0.5
160,2014,Ceará,Total,Municipal,91.6,--,6.5,--,1.9,--
161,2014,Ceará,Total,Federal,93.2,83.1,6.8,12.5,0,4.4
162,2014,Ceará,Total,Estadual,84.9,83.7,9.4,7.4,5.7,8.9
163,2014,Ceará,Rural,Total,93.6,85.9,4.9,5.8,1.5,8.3
164,2014,Ceará,Rural,Pública,93.6,85.9,4.9,5.9,1.5,8.2
165,2014,Ceará,Rural,Privada,96.5,96.6,2.7,0,0.8,3.4
166,2014,Ceará,Rural,Municipal,93.6,--,4.9,--,1.5,--
167,2014,Ceará,Rural,Federal,--,79.4,--,15.2,--,5.4
168,2014,Ceará,Rural,Estadual,87.5,86.1,7.7,5.5,4.8,8.4
169,2014,Ceará,Urbana,Total,91.9,85,6.2,7.2,1.9,7.8
170,2014,Ceará,Urbana,Pública,90.3,83.6,7.3,7.6,2.4,8.8
171,2014,Ceará,Urbana,Privada,96.5,95.1,3.1,4.4,0.4,0.5
172,2014,Ceará,Urbana,Municipal,90.7,--,7.2,--,2.1,--
173,2014,Ceará,Urbana,Federal,93.2,83.5,6.8,12.1,0,4.4
174,2014,Ceará,Urbana,Estadual,84.7,83.6,9.5,7.5,5.8,8.9
175,2014,Rio Grande do Norte,Total,Total,82.2,72.8,14.3,17.2,3.5,10
176,2014,Rio Grande do Norte,Total,Pública,78.8,69.6,16.9,18.9,4.3,11.5
177,2014,Rio Grande do Norte,Total,Privada,95.9,93.3,3.7,6.2,0.4,0.5
178,2014,Rio Grande do Norte,Total,Municipal,80,--,15.6,--,4.4,--
179,2014,Rio Grande do Norte,Total,Federal,100,83.6,0,15.1,0,1.3
180,2014,Rio Grande do Norte,Total,Estadual,75.8,68.5,20.3,19.2,3.9,12.3
181,2014,Rio Grande do Norte,Rural,Total,81.7,79.6,14.5,10.4,3.8,10
182,2014,Rio Grande do Norte,Rural,Pública,81.6,79.4,14.6,10.6,3.8,10
183,2014,Rio Grande do Norte,Rural,Privada,96,97.6,3.5,0,0.5,2.4
184,2014,Rio Grande do Norte,Rural,Municipal,81.8,--,14.4,--,3.8,--
185,2014,Rio Grande do Norte,Rural,Federal,--,90.7,--,7.7,--,1.6
186,2014,Rio Grande do Norte,Rural,Estadual,80,75.5,16.4,11.6,3.6,12.9
187,2014,Rio Grande do Norte,Urbana,Total,82.3,72.6,14.3,17.4,3.4,10
188,2014,Rio Grande do Norte,Urbana,Pública,78,69.3,17.6,19.2,4.4,11.5
189,2014,Rio Grande do Norte,Urbana,Privada,95.9,93.3,3.7,6.2,0.4,0.5
190,2014,Rio Grande do Norte,Urbana,Municipal,79.3,--,16,--,4.7,--
191,2014,Rio Grande do Norte,Urbana,Federal,100,82.9,0,15.8,0,1.3
192,2014,Rio Grande do Norte,Urbana,Estadual,75.6,68.3,20.5,19.4,3.9,12.3
193,2014,Paraíba,Total,Total,84.7,77.5,10.6,9.8,4.7,12.7
194,2014,Paraíba,Total,Pública,82,74.4,12.3,10.7,5.7,14.9
195,2014,Paraíba,Total,Privada,96.6,93.3,3,5.5,0.4,1.2
196,2014,Paraíba,Total,Municipal,83.3,75.5,11.9,7.2,4.8,17.3
197,2014,Paraíba,Total,Federal,98.3,83,0,13.5,1.7,3.5
